Systematic_ID,Gene_name,Gene_product,uniprot_id,FYPOviability,Transcript,Chr,Start,End,Strand,mRNA_gc_content,genomic_coding_region_length,gc_content_of_genomic_coding_region,num_exon_regions,total_cds_length,cds_fraction,cds_gc_content,average_cds_length,num_introns,total_intron_length,average_intron_length,intron_gc_content,primary_transcript,isoform_number,mRNA_abundance,RNA_abundance_in_spores,tAI,mRNA_synthesis_rate,mRNA_half_life,Mass (kDa),pI,Charge,protein_length,CAI,protein_abundance,protein_half_life,evolutionary_rate,dN_dS,Multifunctionality,Nc,co_expression_degree,Paralog,paralog_count
SPCC4B3.15,mid1,anillin-related medial ring protein Mid1,P78953,viable,SPCC4B3.15.1,III,1147316.0,1150435.0,-,0.391,2763.0,0.404,1.0,2763.0,1.0,0.395,2763.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.5,16.73,0.358896530303168,0.357142857142857,7.73,102.37,6.44,-5.73,920,0.63,1069.38,,0.931516587677725,0.103,9.0,51.447,111.0,none,0.0
SPCC4B3.16,tip41,TIP41 type 2a phosphatase regulator Tip41,Q9USK5,viable,SPCC4B3.16.1,III,1146215.0,1147229.0,-,0.339,759.0,0.354,1.0,759.0,1.0,0.382,759.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.98,52.38,0.359880661136905,0.0659195781147001,23.76,29.45,6.3,-1.31,252,0.56,2178.1,12.24736,0.681279620853081,0.1184,8.0,49.783,120.0,none,0.0
SPCC4B3.17,cbp3,mitochondrial respiratory chain complex III assembly protein Cbp3,Q9USK6,viable,SPCC4B3.17.1,III,1144953.0,1146039.0,-,0.363,852.0,0.39,1.0,852.0,1.0,0.474,852.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.7,72.74,0.344974572553768,0.0894454382826476,9.17,32.97,10.0,14.06,283,0.58,2237.0,,0.810663507109005,0.1233,3.0,50.699,58.0,none,0.0
SPCC4B3.18,ppc1,phosphopantothenate-cysteine ligase Cab2,Q9USK7,inviable,SPCC4B3.18.1,III,1142616.0,1144233.0,-,0.35,951.0,0.388,1.0,951.0,1.0,0.474,951.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.2,7.76,0.345237838293796,0.141043723554302,21.76,36.24,7.27,0.86,316,0.63,2791.51,35.79277,0.463744075829384,0.1009,5.0,52.32,186.0,none,0.0
SPCC4B3.20,cmc1,"copper-binding protein involved in cytochrome c oxidase assembly, Cmc1",G2TRU5,viable,SPCC4B3.20.1,III,1144439.0,1144799.0,+,0.339,332.0,0.346,2.0,270.0,0.81,0.447,135.0,1.0,62.0,62.0,0.342,primary_transcript,1.0,3.5,21.94,0.347726170337612,0.425531914893617,33.86,10.59,8.97,4.1,89,0.54,2813.76,12.2843,,,,,,,
SPCC4E9.01c,rec11,meiotic cohesin complex STAG protein Rec11,Q92380,viable,SPCC4E9.01c.1,III,1223308.0,1226968.0,-,0.347,3240.0,0.35,9.0,2772.0,0.86,0.39,308.0,8.0,468.0,58.5,0.38,primary_transcript,1.0,0.13,2.44,0.333940354551169,,,107.42,5.12,-25.66,923,0.62,,,0.997156398104265,0.2272,7.0,52.103,50.0,none,0.0
SPCC4E9.02,cig1,G1/S-specific B-type cyclin Cig1,P24865,viable,SPCC4E9.02.1,III,1227226.0,1229303.0,+,0.389,1248.0,0.427,1.0,1248.0,1.0,0.434,1248.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.6,5.77,0.378963450679703,0.22271714922049,3.38,47.81,5.28,-15.02,415,0.66,,,0.73957345971564,0.0836,4.0,55.739,233.0,none,0.0
SPCC4F11.02,ptc1,serine/threonine protein phosphatase PP2C catalytic subunit Ptc1,P40371,viable,SPCC4F11.02.1,III,2004536.0,2006392.0,+,0.398,1044.0,0.456,1.0,1044.0,1.0,0.5,1044.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.7,122.58,0.392524890791436,0.165016501650165,8.7,38.68,6.29,-4.55,347,0.66,20998.55,14.39816,0.25521327014218,,9.0,56.411,433.0,none,0.0
SPCC4F11.03c,SPCC4F11.03c,Schizosaccharomyces specific protein,Q9UT68,viable,SPCC4F11.03c.1,III,2006651.0,2007739.0,-,0.403,1008.0,0.41,1.0,1008.0,1.0,0.408,1008.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.8,184.42,0.362021825118871,,,36.44,4.09,-22.32,335,0.58,,9.852985,0.919668246445498,0.3616,4.0,51.066,168.0,none,0.0
SPCC4F11.04c,imt2,mannosyltransferase Imt2,Q9UT67,viable,SPCC4F11.04c.1,III,2007921.0,2009652.0,-,0.374,1038.0,0.4,1.0,1038.0,1.0,0.447,1038.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.81,97.78,0.37917552000948,,,40.76,6.1,-4.21,345,0.58,,,,0.2663,5.0,50.011,193.0,imt3|imt1,2.0
SPCC4F11.05,SPCC4F11.05,dubious,Q9UT66,unknown,SPCC4F11.05.1,III,2010502.0,2010789.0,+,0.331,288.0,0.33,2.0,243.0,0.84,0.408,121.5,1.0,45.0,45.0,0.359,primary_transcript,1.0,0.046,157.08,,,,9.28,10.63,8.66,80,0.52,,,,,,53.934,44.0,,
SPCC4G3.02,aph1,bis(5'-nucleosidyl)-tetraphosphatase,P49776,viable,SPCC4G3.02.1,III,468323.0,469727.0,-,0.362,850.0,0.378,4.0,549.0,0.65,0.447,137.25,3.0,301.0,100.33,0.382,primary_transcript,1.0,1.6,5.4,0.374805401859208,0.106837606837607,17.15,20.69,6.98,-0.04,182,0.6,6669.63,11.41678,0.398341232227488,0.0897,7.0,55.638,100.0,none,0.0
SPCC4G3.03,SPCC4G3.03,WD40/YVTN repeat-like protein,P87229,viable,SPCC4G3.03.1,III,466208.0,468335.0,-,0.372,1044.0,0.439,1.0,1044.0,1.0,0.447,1044.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.28,455.93,0.365936783513645,0.0229463056447912,2.43,38.99,6.78,-1.73,347,0.63,,,0.459715639810427,0.0588,5.0,54.286,94.0,none,0.0
SPCC4G3.04c,coq5,C-methyltransferase,P87230,condition-dependent,SPCC4G3.04c.1,III,464885.0,466234.0,+,0.368,1047.0,0.388,2.0,918.0,0.88,0.421,459.0,1.0,129.0,129.0,0.395,primary_transcript,1.0,4.3,22.6,0.37927163408555,0.196463654223969,19.21,33.89,8.42,3.82,305,0.56,9178.66,9.169798,0.284834123222749,0.0576,4.0,47.141,43.0,none,0.0
SPCC4G3.05c,mus81,Holliday junction resolvase subunit Mus81,P87231,viable,SPCC4G3.05c.1,III,462720.0,464714.0,+,0.384,1995.0,0.383,2.0,1827.0,0.92,0.474,913.5,1.0,168.0,168.0,0.289,primary_transcript,1.0,1.0,10.3,0.36142425848643,,,69.04,7.16,1.43,608,0.65,,,0.481990521327014,0.0781,14.0,52.976,73.0,none,0.0
SPCC4G3.06c,mrpl4,mitochondrial ribosomal protein subunit L29,P87232,inviable,SPCC4G3.06c.1,III,461928.0,462470.0,+,0.428,435.0,0.448,1.0,435.0,1.0,0.539,435.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.9,25.4,0.383005355286503,,,16.59,11.11,15.43,144,0.63,1440.11,25.7285,0.447867298578199,0.1148,5.0,61.0,116.0,none,0.0
SPCC4G3.07c,phf1,PHD finger protein Phf1,P87233,inviable,SPCC4G3.07c.1,III,459868.0,461914.0,+,0.392,1386.0,0.443,1.0,1386.0,1.0,0.395,1386.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.2,22.34,0.360108047660101,0.0801924619085806,7.3,51.28,6.45,-4.13,461,0.62,,,0.686729857819905,0.1086,7.0,52.785,461.0,phf2,1.0
SPCC4G3.08,psk1,serine/threonine protein kinase S6K family Psk1,Q12706,viable,SPCC4G3.08.1,III,457709.0,459495.0,-,0.378,1311.0,0.417,1.0,1311.0,1.0,0.395,1311.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,3.0,31.35,0.379435621519402,0.204498977505112,6.98,49.32,6.24,-6.55,436,0.62,916.35,7.520862,0.280805687203791,0.0519,6.0,52.883,231.0,none,0.0
SPCC4G3.09c,gyp3,RabGAP Gyp3,P87234,viable,SPCC4G3.09c.1,III,455053.0,457759.0,+,0.385,1908.0,0.41,1.0,1908.0,1.0,0.421,1908.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,3.4,41.47,0.358718661225285,0.273224043715847,3.83,72.79,6.68,-3.46,635,0.64,,3.310448,0.533175355450237,0.0775,8.0,51.667,295.0,none,0.0
SPCC4G3.10c,rhp42,DNA repair protein Rhp42,P87235,viable,SPCC4G3.10c.1,III,451795.0,454813.0,+,0.363,2061.0,0.402,1.0,2061.0,1.0,0.513,2061.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.94,10.77,0.349156937968767,0.210526315789474,4.83,79.02,8.99,12.67,686,0.65,,,0.611374407582938,0.0819,5.0,52.714,309.0,rhp41,1.0
SPCC4G3.11,nur1,Lem2-Nur1 complex subunit Nur1,P87236,viable,SPCC4G3.11.1,III,450209.0,451763.0,-,0.35,951.0,0.38,1.0,951.0,1.0,0.421,951.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.6,6.51,0.33221917219021,0.0772797527047913,6.0,37.14,10.35,16.78,316,0.65,915.28,,0.661374407582938,0.1532,4.0,57.035,33.0,none,0.0
SPCC4G3.12c,SPCC4G3.12c,ubiquitin-protein ligase E3,P87237,viable,SPCC4G3.12c.1,III,446785.0,450197.0,+,0.387,2466.0,0.419,1.0,2466.0,1.0,0.434,2466.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.6,39.71,0.349942821290465,0.109289617486339,2.32,90.5,4.89,-33.01,821,0.6,1179.76,,,0.1086,4.0,50.247,667.0,SPBP4H10.07,1.0
SPCC4G3.13c,cue1,"Hrd1 ubiquitin ligase complex, CUE domain protein Cue1",P87238,viable,SPCC4G3.13c.1,III,445239.0,446630.0,+,0.38,648.0,0.457,1.0,648.0,1.0,0.461,648.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,3.5,33.1,0.380735356713233,0.130718954248366,14.88,23.52,9.05,3.41,215,0.6,7590.24,2.905477,0.762322274881517,0.155,3.0,53.38,229.0,none,0.0
SPCC4G3.14,mdj1,mitochondrial DNAJ domain protein Mdj1,P87239,inviable,SPCC4G3.14.1,III,442924.0,445176.0,-,0.39,1587.0,0.43,1.0,1587.0,1.0,0.447,1587.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.8,6.95,0.372202568239387,0.341296928327645,14.0,57.19,9.83,23.0,528,0.61,7017.37,12.65337,0.460900473933649,0.0753,7.0,49.24,195.0,none,0.0
SPCC4G3.15c,not2,CCR4-Not complex NOT box subunit 2,P87240,viable,SPCC4G3.15c.1,III,441536.0,442914.0,+,0.372,1108.0,0.384,4.0,921.0,0.83,0.451,230.25,3.0,187.0,62.33,0.343,primary_transcript,1.0,2.9,83.57,0.369179963034632,0.175131348511384,17.82,34.48,5.98,-3.61,306,0.56,3510.36,11.78513,0.304502369668246,0.0783,8.0,52.671,58.0,none,0.0
SPCC4G3.16,rib2,tandem fusion lysine methyltransferase/HTPAP deaminase,P87241,inviable,SPCC4G3.16.1,III,439865.0,441332.0,-,0.358,1218.0,0.378,1.0,1218.0,1.0,0.5,1218.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.54,3.46,0.357279141588333,,,45.6,5.91,-5.36,405,0.6,3556.89,17.5725,0.469194312796209,0.1,10.0,49.573,91.0,pus9,1.0
SPCC4G3.17,hdd1,GMP 5'-nucleotidase,P87242,viable,SPCC4G3.17.1,III,438715.0,439828.0,-,0.35,597.0,0.404,1.0,597.0,1.0,0.487,597.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,3.4,16.81,0.408693554861092,,,22.93,5.96,-3.64,198,0.54,30875.47,10.48021,0.281042654028436,0.0694,4.0,46.662,422.0,none,0.0
SPCC4G3.18,rix1,rixosome complex armadillo-type fold Rix1,P87243,inviable,SPCC4G3.18.1,III,435804.0,438519.0,-,0.362,2487.0,0.369,1.0,2487.0,1.0,0.395,2487.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.9,15.96,0.346709285971623,0.377358490566038,16.09,92.0,4.9,-30.68,828,0.6,7127.11,12.22693,0.815876777251185,0.1198,5.0,48.698,436.0,none,0.0
SPCC4G3.19,alp16,gamma tubulin complex GCP6 subunit Alp16,P87244,viable,SPCC4G3.19.1,III,432264.0,434786.0,-,0.344,2280.0,0.348,1.0,2280.0,1.0,0.421,2280.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.1,7.06,0.343096584639161,0.160513643659711,5.92,87.24,5.2,-10.89,759,0.63,,,0.998815165876777,0.2426,6.0,52.081,51.0,none,0.0
SPCC4G3.20,SPCC4G3.20,Schizosaccharomyces pombe specific microprotein,,unknown,SPCC4G3.20.1,III,446237.0,446407.0,-,0.353,171.0,0.357,1.0,171.0,1.0,0.474,171.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,,,,,,6.6,10.41,8.15,56,0.49,,,,,,,,,
SPCC548.03c,wtf4,wtf meiotic drive antidote Wtf4,Q9P3V0,unknown,SPCC548.03c.1,III,221149.0,222935.0,-,0.352,1503.0,0.358,6.0,1101.0,0.73,0.423,183.5,5.0,402.0,80.4,0.374,primary_transcript,2.0,0.4,272.79,0.327072017578469,0.089126559714795,0.89,40.36,6.27,-1.64,366,0.56,,,,,3.0,47.612,128.0,,
SPCC548.04,urm1,ubiquitin-like protein modifier Urm1,Q9P3U9,unknown,SPCC548.04.1,III,223334.0,225759.0,+,0.367,476.0,0.349,4.0,294.0,0.62,0.48,73.5,3.0,182.0,60.67,0.352,primary_transcript,1.0,1.0,41.02,0.364778395879936,0.0587544065804935,11.82,10.72,4.22,-6.77,97,0.52,10108.33,8.970535,0.410900473933649,0.1118,5.0,48.935,651.0,none,0.0
SPCC548.05c,dbl5,ubiquitin-protein ligase E3 Dbl5,Q9P3U8,viable,SPCC548.05c.1,III,223353.0,225818.0,-,0.363,1557.0,0.387,2.0,1407.0,0.9,0.461,703.5,1.0,150.0,150.0,0.289,primary_transcript,1.0,1.7,76.7,0.346016691958155,0.0687757909215956,6.01,52.71,4.24,-38.91,468,0.62,,6.221107,0.914691943127962,,5.0,51.708,104.0,none,0.0
SPCC548.06c,ght8,"plasma membrane hexose:proton symporter, unknown specificity Ght8",Q9P3U7,viable,SPCC548.06c.1,III,226336.0,228845.0,-,0.395,1644.0,0.44,1.0,1644.0,1.0,0.487,1644.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,24.0,2.0,0.467884249966601,0.952380952380952,7.32,60.18,5.94,-4.62,547,0.5,27740.37,73.81947,,0.0414,4.0,36.884,54.0,ght3|ght7|ght4|ght2|ght6|ght5|ght1,7.0
SPCC548.07c,ght1,plasma membrane high-affinity glucose:proton symporter Ght1,Q9P3U6,viable,SPCC548.07c.1,III,232288.0,235195.0,-,0.402,1674.0,0.453,1.0,1674.0,1.0,0.487,1674.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,3.8,1.69,0.422839837006393,,,61.64,6.74,-1.01,557,0.57,,,,0.0398,4.0,44.102,10.0,ght3|ght7|ght4|ght2|ght6|ght5|ght8,7.0
SPCC550.01c,coa4,cytochrome c oxidase assembly protein Coa4,O59799,viable,SPCC550.01c.1,III,1185888.0,1186233.0,-,0.325,280.0,0.339,2.0,234.0,0.84,0.401,117.0,1.0,46.0,46.0,0.292,primary_transcript,1.0,5.4,158.61,0.333645973856629,,,9.21,4.63,-6.4,77,0.45,2359.39,13.91066,0.615165876777251,0.1023,4.0,48.023,550.0,none,0.0
SPCC550.02c,cwf5,"Prp19 complex subunit, RNA-binding Cwf5",O59800,inviable,SPCC550.02c.1,III,1186393.0,1187622.0,-,0.4,1176.0,0.403,3.0,1065.0,0.91,0.443,355.0,2.0,111.0,55.5,0.396,primary_transcript,1.0,1.7,80.9,0.358038664558347,,,39.58,9.42,15.08,354,0.56,1375.23,,0.327962085308057,0.0632,4.0,49.033,225.0,none,0.0
SPCC550.03c,ski2,Ski complex RNA helicase Ski2,O59801,viable,SPCC550.03c.1,III,1187669.0,1191402.0,-,0.384,3642.0,0.387,1.0,3642.0,1.0,0.421,3642.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.1,13.74,0.364553647899217,0.127064803049555,15.35,138.03,6.72,-4.31,1213,0.62,1068.48,11.58319,0.217061611374408,0.0367,9.0,50.63,453.0,none,0.0
SPCC550.04c,gpi2,pig-C,O59802,inviable,SPCC550.04c.1,III,1191599.0,1193192.0,-,0.34,1135.0,0.358,4.0,975.0,0.86,0.423,243.75,3.0,160.0,53.33,0.323,primary_transcript,1.0,1.0,6.02,0.351146517493651,,,36.65,10.05,13.51,324,0.6,,,0.18957345971564,,5.0,49.683,52.0,none,0.0
SPCC550.05,nse1,Smc5-6 complex ubiquitin-protein ligase E3 subunit Nse1,Q53EK2,inviable,SPCC550.05.1,III,1193987.0,1196023.0,+,0.364,747.0,0.373,2.0,699.0,0.94,0.414,349.5,1.0,48.0,48.0,0.373,primary_transcript,1.0,2.2,7.84,0.335961813601606,0.0351864883884588,19.69,27.05,5.53,-7.93,232,0.53,1900.0,5.93852,0.52654028436019,,12.0,46.48,519.0,none,0.0
SPCC550.06c,hsp10,mitochondrial heat shock protein Hsp10,O59804,inviable,SPCC550.06c.1,III,1194996.0,1195837.0,-,0.373,315.0,0.476,1.0,315.0,1.0,0.461,315.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,26.0,901.01,0.469715178632606,1.38888888888889,31.5,11.28,9.93,4.22,104,0.43,81121.0,13.33599,0.128199052132701,0.0527,6.0,33.524,209.0,none,0.0
SPCC550.07,fah2,fatty-acid amide hydrolase,O59805,viable,SPCC550.07.1,III,1198190.0,1199999.0,+,0.421,1602.0,0.442,1.0,1602.0,1.0,0.487,1602.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.84,13.64,0.387362058384978,0.0510725229826353,7.35,58.7,6.08,-5.03,533,0.61,,,,,6.0,51.535,128.0,fah1,1.0
SPCC550.08,SPCC550.08,N-acetyltransferase,O59806,viable,SPCC550.08.1,III,1200229.0,1202025.0,+,0.375,744.0,0.419,1.0,744.0,1.0,0.447,744.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.3,100.72,0.427263297547375,0.209643605870021,2.93,28.29,6.52,-1.68,247,0.56,,,,0.1326,5.0,44.682,142.0,none,0.0
SPCC550.09,pex32,peroxin Pex32,O59807,viable,SPCC550.09.1,III,1202273.0,1204318.0,+,0.392,1608.0,0.42,1.0,1608.0,1.0,0.487,1608.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.7,96.92,0.356303574223234,0.206185567010309,8.01,60.2,6.45,-3.47,535,0.61,1386.83,,0.920616113744076,0.2113,5.0,50.521,251.0,none,0.0
SPCC550.10,atd3,betaine-aldehyde dehydrogenase Atd3,O59808,viable,SPCC550.10.1,III,1204499.0,1206695.0,+,0.385,1503.0,0.417,1.0,1503.0,1.0,0.395,1503.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.78,4.78,0.383799463105528,0.0408663669799755,5.45,54.14,6.07,-5.21,500,0.61,,,,0.058,6.0,48.759,24.0,none,0.0
SPCC550.11,nmd5,karyopherin/importin beta family nuclear import/export signal receptor Nmd5,O59809,viable,SPCC550.11.1,III,1207611.0,1211442.0,+,0.382,3427.0,0.388,2.0,3090.0,0.9,0.467,1545.0,1.0,337.0,337.0,0.382,primary_transcript,1.0,6.9,45.74,0.389460304809395,0.625,29.86,116.47,4.37,-57.68,1029,0.57,8860.33,12.46371,0.207109004739336,0.0404,10.0,48.471,536.0,none,0.0
SPCC550.12,arp6,Swr1 actin-like protein Arp6,O94241,viable,SPCC550.12.1,III,1211939.0,1213659.0,+,0.355,1349.0,0.376,3.0,1206.0,0.89,0.443,402.0,2.0,143.0,71.5,0.355,primary_transcript,1.0,1.1,22.58,0.333031502217109,0.0868055555555556,13.39,45.88,5.88,-8.89,401,0.6,,5.564355,0.404265402843602,0.0771,9.0,51.675,215.0,none,0.0
SPCC550.13,dfp1,Hsk1-Dfp1 kinase complex regulatory subunit Dfp1,O59836,inviable,SPCC550.13.1,III,1214326.0,1216438.0,+,0.401,1638.0,0.422,1.0,1638.0,1.0,0.5,1638.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,4.8,34.01,0.374650949485653,0.512820512820513,5.92,61.86,9.93,24.1,545,0.63,,2.833107,0.464454976303318,0.1515,13.0,53.258,218.0,spo6,1.0
SPCC550.14,vgl1,"KH domain RNA binding protein, vigilin",O59810,viable,SPCC550.14.1,III,1216873.0,1221449.0,+,0.401,3876.0,0.418,1.0,3876.0,1.0,0.408,3876.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,15.0,15.41,0.436770419282056,0.273972602739726,44.11,142.61,6.7,-3.33,1291,0.57,28265.86,14.11478,0.480094786729858,0.0677,11.0,46.246,385.0,none,0.0
SPCC550.15c,rei1,ribosome biogenesis protein Rei1,O59811,viable,SPCC550.15c.1,III,1221239.0,1223181.0,-,0.378,1392.0,0.409,1.0,1392.0,1.0,0.421,1392.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,4.4,91.96,0.373382659128054,0.327868852459016,14.35,52.25,6.17,-8.15,463,0.58,10135.66,11.50502,0.38175355450237,0.0571,5.0,49.639,514.0,none,0.0
SPCC553.01c,dbl2,DNA recombination protein Dbl2,O74939,viable,SPCC553.01c.1,III,310314.0,312895.0,+,0.374,2148.0,0.393,1.0,2148.0,1.0,0.382,2148.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.6,7.16,0.348461912056314,0.15527950310559,1.65,78.1,9.64,14.5,715,0.6,,,0.953791469194313,0.1143,4.0,50.47,178.0,none,0.0
SPCC553.02,qns1,glutamine-dependent NAD(+) synthetase Qns1,O74940,inviable,SPCC553.02.1,III,305618.0,308619.0,-,0.376,2494.0,0.393,6.0,2103.0,0.84,0.465,350.5,5.0,391.0,78.2,0.362,primary_transcript,1.0,4.0,80.22,0.363597244399528,0.14903129657228,30.42,79.52,6.54,-5.44,700,0.6,5317.35,11.18975,0.17654028436019,0.0377,8.0,48.77,112.0,none,0.0
SPCC553.03,pex1,AAA family ATPase Pex1,O74941,viable,SPCC553.03.1,III,302314.0,305307.0,-,0.361,2859.0,0.367,2.0,2814.0,0.98,0.434,1407.0,1.0,45.0,45.0,0.344,primary_transcript,1.0,2.0,12.66,0.334660801613416,,,105.9,7.13,0.89,937,0.62,163.09,10.98928,0.913270142180095,0.11,6.0,51.355,500.0,none,0.0
SPCC553.04,cyp9,"WD repeat containing cyclophilin family peptidyl-prolyl cis-trans isomerase Cyp9, implicated in mRNA splicing",O74942,viable,SPCC553.04.1,III,300014.0,302240.0,-,0.37,1888.0,0.374,2.0,1833.0,0.97,0.428,916.5,1.0,55.0,55.0,0.378,primary_transcript,1.0,1.3,37.95,0.355554101094509,,,69.05,5.62,-13.06,610,0.59,2084.15,5.828461,0.418009478672986,0.0599,6.0,48.924,387.0,none,0.0
SPCC553.06,swp1,"oligosaccharyltransferase compex delta subunit, Swp1",O74943,inviable,SPCC553.06.1,III,295229.0,296548.0,-,0.365,1006.0,0.379,3.0,816.0,0.81,0.465,272.0,2.0,190.0,95.0,0.362,primary_transcript,1.0,10.0,178.91,0.362009095661732,0.24390243902439,26.96,29.33,5.59,-3.93,271,0.57,3551.81,6.659888,0.945023696682464,0.2837,5.0,49.85,53.0,none,0.0
SPCC553.07c,kpa1,"DinB translesion DNA repair polymerase, pol kappa",O74944,viable,SPCC553.07c.1,III,293376.0,295247.0,+,0.347,1775.0,0.352,4.0,1644.0,0.93,0.418,411.0,3.0,131.0,43.67,0.399,primary_transcript,1.0,1.4,46.74,0.352530664893266,0.0384615384615385,40.39,62.05,9.02,12.37,547,0.58,,,0.653791469194313,0.0713,11.0,47.077,242.0,none,0.0
SPCC553.08c,ria1,GTPase Ria1,O74945,viable,SPCC553.08c.1,III,289880.0,293230.0,+,0.382,3103.0,0.386,3.0,3003.0,0.97,0.425,1001.0,2.0,100.0,50.0,0.341,primary_transcript,1.0,3.0,34.36,0.36716898318087,0.0731528895391368,11.95,112.13,5.49,-16.19,1000,0.62,2882.1,11.81437,0.272985781990521,0.0381,5.0,49.973,474.0,none,0.0
SPCC553.09c,spb70,DNA polymerase alpha B-subunit,O74946,inviable,SPCC553.09c.1,III,287229.0,289704.0,+,0.36,1847.0,0.379,4.0,1725.0,0.93,0.451,431.25,3.0,122.0,40.67,0.358,primary_transcript,1.0,1.6,10.0,0.35439010615822,0.123762376237624,8.77,64.18,6.94,-0.36,574,0.63,1680.88,7.136737,0.490284360189573,0.0613,9.0,52.699,304.0,none,0.0
SPCC553.10,knh3,"conserved fungal cell surface protein, Kre9/Knh1 family, Knh3",O74947,unknown,SPCC553.10.1,III,283181.0,285047.0,-,0.392,1050.0,0.468,1.0,1050.0,1.0,0.461,1050.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,120.0,68.51,0.501067141120528,0.0588581518540318,12.12,35.91,7.05,0.12,349,0.48,,,0.811611374407583,0.473,5.0,37.03,24.0,none,0.0
SPCC553.11c,toa2,transcription factor TFIIA complex small subunit Toa2,O74948,inviable,SPCC553.11c.1,III,281854.0,283213.0,+,0.339,509.0,0.361,4.0,330.0,0.65,0.468,82.5,3.0,179.0,59.67,0.377,primary_transcript,1.0,2.9,139.72,0.354985804191579,0.364963503649635,6.1,12.58,9.16,3.16,109,0.5,,13.50338,0.0106635071090047,0.0089,5.0,45.942,101.0,none,0.0
SPCC553.12c,SPCC553.12c,transmembrane transporter,O74949,viable,SPCC553.12c.1,III,279434.0,280999.0,+,0.394,1566.0,0.394,1.0,1566.0,1.0,0.487,1566.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.0,28.04,0.351173718478845,,,60.57,8.54,6.71,521,0.62,,,0.320379146919431,0.0377,3.0,52.265,147.0,none,0.0
SPCC569.01c,SPCC569.01c,tdk family toxin-antidote meiotic driver,Q9Y7S0,viable,SPCC569.01c.1,III,2434691.0,2436530.0,+,0.334,972.0,0.37,1.0,972.0,1.0,0.421,972.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.5,363.48,0.33783414487608,0.0881057268722467,6.86,38.27,4.66,-13.57,323,0.59,,,,,3.0,49.81,284.0,mug2|tdk1|SPCC569.03|meu23,4.0
SPCC569.02c,SPCC569.02c,S. pombe specific UPF0321 family protein 2,Q9Y7S1,viable,SPCC569.02c.1,III,2432612.0,2433520.0,+,0.368,342.0,0.336,1.0,342.0,1.0,0.382,342.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.043,,0.322615303226155,,,12.76,3.79,-10.95,113,0.5,,,,,3.0,47.857,4.0,SPAPJ695.01c|SPCP20C8.02c,2.0
SPCC569.03,SPCC569.03,tdk family toxin-antidote meiotic driver,Q9Y7S2,viable,SPCC569.03.1,III,2429987.0,2431451.0,-,0.373,1014.0,0.39,1.0,1014.0,1.0,0.447,1014.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.7,458.52,0.382125492932527,0.0116822429906542,5.55,38.72,4.85,-11.85,337,0.54,,2.027293,,,3.0,47.077,32.0,mug2|tdk1|SPCC569.01c|meu23,4.0
SPCC569.04,SPCC569.04,Schizosaccharomyces pombe specific protein,Q9Y7S3,viable,SPCC569.04.1,III,2427078.0,2427584.0,-,0.372,366.0,0.38,1.0,366.0,1.0,0.487,366.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.07,,0.347940171618863,,,14.26,9.18,5.58,121,0.56,,,,,3.0,51.647,30.0,none,0.0
