complex_term_id	GO_term_name	systematic_id	symbol	gene_product_description	UniProt_ID	evidence_code	source	assigned_by
GO:0071014	post-mRNA release spliceosomal complex	SPAC57A10.03	cyp1	cyclophilin family peptidyl-prolyl cis-trans isomerase Cyp1	P87051	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPAC57A7.04c	pabp	major poly(A) binding protein Pabp/Pab1	P31209	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPAC644.12	cdc5	Prp19 complex subunit Cdc5/Cef1	P39964	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPAC9.03c	brr2	U5 snRNP complex ATPase subunit Brr2	Q9UT24	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC11G11.06c	sme1	Sm snRNP core protein Sme1	Q9USZ3	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC1289.11	spf38	U5 snRNP complex subunit Spf38	O94620	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC16A3.18	cip1	splicing factor, RNA-binding protein Cip1	O42923	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC16H5.10c	prp43	ATP-dependent RNA helicase, spliceosomal Prp43	O42945	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC1861.08c	lea1	U2 snRNP-associated protein Lea1	Q9USX8	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC18H10.10c	saf4	splicing associated factor Saf4	O60141	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC19C2.14	smd3	Sm snRNP core protein Smd3	Q9UUC6	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC211.02c	cwf3	Prp19 complex subunit Cwf3	Q9P7R9	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC215.12	cwf10	U5 snRNP GTPase subunit Cwf10	O94316	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC24C6.11	cwf14	G10 protein	O74772	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC28F2.04c	cwf7	Prp19 complex subunit Cwf7	Q9USV3	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC31F10.11c	cwf4	Prp19 complex subunit Cwf4	P87312	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC32F12.05c	cwf12	Prp19 complex subunit Cwf12	O74370	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC337.06c	cwf15	Prp19 complex subunit Cwf15	P78794	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC3E7.13c	syf2	Prp19 complex subunit Syf2	O59733	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC3E7.14	smf1	Sm snRNP core protein Smf1	O59734	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC4B4.05	smg1	Sm snRNP core protein Smg1	O74966	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC646.02	cwf11	U2-type spliceosomal complex ATPase Cwf11	O94508	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC6B1.10	prp17	Prp19 complex WD repeat protein Prp17	O43071	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBP22H7.07	prp5	Prp19 complex WD repeat protein Prp5	O13615	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPCC1739.13	ssa2	Hsp70 family heat shock protein Ssa2	O59855	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPCC188.11	prp45	Prp19 complex subunit Prp45	Q09882	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPCC364.02c	bis1	splicing factor Bis1	O59793	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPCC550.02c	cwf5	Prp19 complex subunit, RNA-binding Cwf5	O59800	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPCP1E11.07c	cwf18	complexed with Cdc5 protein Cwf18	Q9UU80	IDA	PMID:24442611	PomBase
GO:0071020	post-spliceosomal complex	SPBC32F12.05c	cwf12	Prp19 complex subunit Cwf12	O74370	IBA	GO_REF:0000033	GO_Central
GO:0071021	U2-type post-spliceosomal complex	SPCC126.14	prp18	U5 snRNP-associated protein Prp18	O94406	IBA	GO_REF:0000033	GO_Central
GO:0071261	Ssh1 translocon complex	SPAC4G8.02c	sss1	Sec61 translocon gamma subunit Sss1	Q09827	IBA	GO_REF:0000033	GO_Central
GO:0071261	Ssh1 translocon complex	SPBC2G2.03c	sbh1	Sec61 translocon beta subunit, GEF Sbh1	O43002	ISO	GO_REF:0000024	PomBase
GO:0071439	clathrin complex	SPAC26A3.05	chc1	clathrin heavy chain Chc1	Q10161	IBA	GO_REF:0000033	GO_Central
GO:0071521	Cdc42 GTPase complex	SPAC110.03	cdc42	Rho family GTPase Cdc42	Q01112	IPI	PMID:8943016	PomBase
GO:0071521	Cdc42 GTPase complex	SPAC16E8.09	scd1	RhoGEF Scd1	P40995	TAS	PMID:10567532	PomBase
GO:0071521	Cdc42 GTPase complex	SPAC17H9.09c	ras1	GTPase Ras1	P08647	TAS	PMID:10567532	PomBase
GO:0071521	Cdc42 GTPase complex	SPAC22H10.07	scd2	Cdc42 GTPase complex scaffold subunit Scd2	P40996	TAS	PMID:10567532	PomBase
GO:0071521	Cdc42 GTPase complex	SPBC1604.14c	shk1	PAK-related kinase Shk1	P50527	IPI	PMID:8943016	PomBase
GO:0071521	Cdc42 GTPase complex	SPBC16H5.11c	skb1	type II protein arginine N-methyltransferase Skb1	P78963	IPI	PMID:8943016	PomBase
GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e	SPAC25G10.08	tif302	translation initiation factor eIF3b (p84)	Q10425	IDA	PMID:19061185	PomBase
GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e	SPAC4A8.16c	tif303	translation initiation factor eIF3c	O14164	IDA	PMID:19061185	PomBase
GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e	SPAC4D7.05	sum1	translation initiation factor eIF3i	P79083	IDA	PMID:19061185	PomBase
GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e	SPAC637.07	moe1	translation initiation factor eIF3d	O94236	IDA	PMID:19061185	PomBase
GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e	SPBC17D11.05	tif301	translation initiation factor eIF3a	O74760	IDA	PMID:19061185	PomBase
GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e	SPBC18H10.03	tif307	translation initiation factor eIF3g	P78795	IDA	PMID:19061185	PomBase
GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e	SPBC4C3.07	tif306	translation initiation factor eIF3f	O43060	IDA	PMID:19061185	PomBase
GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e	SPBC646.09c	int6	translation initiation factor eIF3e	O94513	IDA	PMID:19061185	PomBase
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m	SPAC1751.03	tif313	translation initiation factor eIF3m	Q09722	IEA	GO_REF:0000104	UniProt
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m	SPAC25G10.08	tif302	translation initiation factor eIF3b (p84)	Q10425	IDA	PMID:19061185	PomBase
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m	SPAC3A12.13c	tif310	translation initiation factor eIF3j (p35)	P87128	IDA	PMID:19061185	PomBase
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m	SPAC4A8.16c	tif303	translation initiation factor eIF3c	O14164	IDA	PMID:19061185	PomBase
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m	SPAC4D7.05	sum1	translation initiation factor eIF3i	P79083	IDA	PMID:19061185	PomBase
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m	SPAC637.07	moe1	translation initiation factor eIF3d	O94236	IDA	PMID:19061185	PomBase
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m	SPBC17D11.05	tif301	translation initiation factor eIF3a	O74760	IDA	PMID:19061185	PomBase
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m	SPBC18H10.03	tif307	translation initiation factor eIF3g	P78795	IDA	PMID:19061185	PomBase
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m	SPBC4C3.07	tif306	translation initiation factor eIF3f	O43060	IDA	PMID:19061185	PomBase
GO:0071595	Nem1-Spo7 phosphatase complex	SPBC3B8.10c	nem1	serine/threonine protein phosphatase (Nem1-Spo7 complex) catalytic subunit Nem1	O59718	ISO	GO_REF:0000024	PomBase
GO:0071595	Nem1-Spo7 phosphatase complex	SPBC902.03	nem2	serine/threonine protein phosphatase (Nem1-Spo7 complex) regulatory subunit	Q9USQ0	IBA	GO_REF:0000033	GO_Central
GO:0071819	DUBm complex	SPAC13A11.04c	ubp8	SAGA complex ubiquitin C-terminal hydrolase Ubp8	Q09738	NAS	GO_REF:0000051	PomBase
GO:0071819	DUBm complex	SPAC57A10.14	sgf11	SAGA complex deubiquitinating submodule subunit Sgf11	Q5FC18	IEA	GO_REF:0000104	UniProt
GO:0071819	DUBm complex	SPBC6B1.12c	sus1	SAGA complex deubiquitinating submodule subunit, TREX complex subunit Sus1	Q7LL15	IBA	GO_REF:0000033	GO_Central
GO:0071819	DUBm complex	SPCC126.04c	sgf73	SAGA complex deubiquitinating submodule subunit Sgf73	O94397	NAS	GO_REF:0000051	PomBase
GO:0071821	FANCM-MHF complex	SPAC9.05	fml1	ATP-dependent 3' to 5' DNA helicase, FANCM ortholog Fml1	Q9UT23	ISS	PMID:20347428	PomBase
GO:0071821	FANCM-MHF complex	SPBC2D10.16	mhf1	CENP-S ortholog, FANCM-MHF complex subunit Mhf1	O74807	IPI	PMID:28977643	PomBase
GO:0071821	FANCM-MHF complex	SPCC576.12c	mhf2	CENP-X ortholog, FANCM-MHF complex subunit Mhf2	O74896	IPI	PMID:28977643	PomBase
GO:0071942	XPC complex	SPAC12B10.12c	rhp41	DNA repair protein Rhp41	Q10445	IBA	GO_REF:0000033	GO_Central
GO:0071942	XPC complex	SPCC4G3.10c	rhp42	DNA repair protein Rhp42	P87235	IBA	GO_REF:0000033	GO_Central
GO:0071986	Ragulator complex	SPAC222.19	lam3	Ragulator complex subunit, human LAMTOR3 ortholog	G2TRJ4	IMP	PMID:29199950	PomBase
GO:0071986	Ragulator complex	SPAC222.19	lam3	Ragulator complex subunit, human LAMTOR3 ortholog	G2TRJ4	IPI	PMID:29199950	PomBase
GO:0071986	Ragulator complex	SPAC23D3.16	lam4	Ragulator complex subunit, human LAMTOR4 ortholog	C6Y4A8	IMP	PMID:29199950	PomBase
GO:0071986	Ragulator complex	SPAC23D3.16	lam4	Ragulator complex subunit, human LAMTOR4 ortholog	C6Y4A8	IPI	PMID:29199950	PomBase
GO:0071986	Ragulator complex	SPBC1778.05c	lam2	Ragulator complex Rag GEF subunit	Q9Y7J2	IMP	PMID:29199950	PomBase
GO:0071986	Ragulator complex	SPBC1778.05c	lam2	Ragulator complex Rag GEF subunit	Q9Y7J2	IPI	PMID:27227887,PMID:29199950	PomBase
GO:0071986	Ragulator complex	SPBC29A10.17	lam1	Ragulator complex subunit, human LAMTOR1 ortholog	C6Y4C6	IMP	PMID:29199950	PomBase
GO:0071986	Ragulator complex	SPBC29A10.17	lam1	Ragulator complex subunit, human LAMTOR1 ortholog	C6Y4C6	IPI	PMID:29199950	PomBase
GO:0072357	PTW/PP1 phosphatase complex	SPAC4A8.12c	sds22	serine/threonine protein phosphatase PP1 regulatory subunit Sds22	P22194	IPI	PMID:15335873	PomBase
GO:0072357	PTW/PP1 phosphatase complex	SPBC776.02c	dis2	serine/threonine protein phosphatase PP1 catalytic subunit Dis2	P13681	IPI	PMID:15335873	PomBase
GO:0072357	PTW/PP1 phosphatase complex	SPCC31H12.05c	sds21	serine/threonine protein phosphatase PP1 catalytic subunit Sds21	P23880	IPI	PMID:15335873	PomBase
GO:0072380	TRC complex	SPAC1142.02c	sgt2	TRC complex (ER membrane insertion) TPR repeat subunit Sgt2	O13797	IBA	GO_REF:0000033	GO_Central
GO:0072380	TRC complex	SPBP4H10.12	SPBP4H10.12	protein with a role in ER insertion of tail-anchored membrane proteins	Q9P7D6	IBA	GO_REF:0000033	GO_Central
GO:0072380	TRC complex	SPCC1672.12c	get4	TRC complex subunit Get4	O74432	ISO	GO_REF:0000024	PomBase
GO:0072546	EMC complex	SPAC19D5.02c	emc10	ER membrane protein complex subunit Emc10	Q1K9B6	ISO	GO_REF:0000024	PomBase
GO:0072546	EMC complex	SPAC25H1.07	emc1	ER membrane protein complex subunit Emc1	O13981	IBA	GO_REF:0000033	GO_Central
GO:0072546	EMC complex	SPAP4C9.02	emc5	ER membrane protein complex subunit Emc5	C6Y4A7	ISO	GO_REF:0000024	PomBase
GO:0072546	EMC complex	SPBC15C4.01c	oca3	ER membrane protein complex subunit Emc2/TPR repeat protein Oca3	O60110	IBA	GO_REF:0000033	GO_Central
GO:0072546	EMC complex	SPBC1711.03	emc3	ER membrane protein complex subunit Emc3	Q9P787	IBA	GO_REF:0000033	GO_Central
GO:0072546	EMC complex	SPBC83.10	emc7	ER membrane protein complex subunit Emc7	O94694	IBA	GO_REF:0000033	GO_Central
GO:0072546	EMC complex	SPCC1020.11c	emc6	ER membrane protein complex subunit Emc6	O59764	IBA	GO_REF:0000033	GO_Central
GO:0072546	EMC complex	SPCC1281.03c	emc4	ER membrane protein complex subunit Emc4	O94520	IBA	GO_REF:0000033	GO_Central
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	SPAC12G12.10	wdr21	WD repeat protein, human DDB1 and CUL4-associated factor 4 ortholog Wdr21	Q09873	IBA	GO_REF:0000033	GO_Central
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	SPAC17H9.10c	ddb1	Cul4-RING E3 complex WD repeat protein subunit Ddb1	O13807	EXP	PMID:33574613	PomBase
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	SPAC17H9.19c	cdt2	WD repeat protein Cdt2	Q10990	IDA	PMID:16252005	PomBase
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	SPAC343.17c	wdr70	DDB1-CUL4-associated factor (DCAF), Wdr70	Q9UT73	IDA	PMID:27098497	PomBase
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	SPAC3A11.08	cul4	CLRC complex subunit, cullin 4	O14122	EXP	PMID:33574613	PomBase
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	SPBC17D11.08	dca7	WD repeat protein, DDB1 and CUL4-associated factor Dca7, implicated in gene expression	O74763	ISS	GO_REF:0000024	PomBase
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	SPBC609.03	iqw1	WD repeat protein, Iqw1	O94527	IBA	GO_REF:0000033	GO_Central
GO:0089701	U2AF complex	SPAP8A3.06	uaf2	U2 small nuclear RNA auxiliary factor small subunit, U2AF-23	Q09176	IDA	PMID:12374752	PomBase
GO:0089701	U2AF complex	SPBC146.07	prp2	U2 small nuclear RNA auxiliary factor small subunit, U2AF-59	P36629	IDA	PMID:12374752	PomBase
GO:0090443	FAR/SIN/STRIPAK complex	SPAC22H10.04	ppa3	serine/threonine protein phosphatase PP2A catalytic subunit Ppa3	Q10298	IDA	PMID:22119525	PomBase
GO:0090443	FAR/SIN/STRIPAK complex	SPAC2C4.10c	csc4	SIP/FAR complex subunit Csc4	O14043	IDA	PMID:22119525	PomBase
GO:0090443	FAR/SIN/STRIPAK complex	SPAP8A3.09c	paa1	serine/threonine protein phosphatase PP2A scaffold subunit Paa1	Q9UT08	IDA	PMID:22119525	PomBase
GO:0090443	FAR/SIN/STRIPAK complex	SPBC1773.01	csc3	SIP/FAR complex WD repeat (scaffold) subunit, striatin Csc3	O94560	EXP	PMID:22682253	PomBase
GO:0090443	FAR/SIN/STRIPAK complex	SPBC1773.01	csc3	SIP/FAR complex WD repeat (scaffold) subunit, striatin Csc3	O94560	IDA	PMID:22119525	PomBase
GO:0090443	FAR/SIN/STRIPAK complex	SPBC27B12.04c	csc2	SIP/FAR complex subunit Csc2	O13665	EXP	PMID:22682253	PomBase
GO:0090443	FAR/SIN/STRIPAK complex	SPBC27B12.04c	csc2	SIP/FAR complex subunit Csc2	O13665	IDA	PMID:22119525	PomBase
GO:0090443	FAR/SIN/STRIPAK complex	SPBC3H7.13	csc1	SIP/FAR complex FHA domain subunit Csc1	O74388	EXP	PMID:22682253	PomBase
GO:0090443	FAR/SIN/STRIPAK complex	SPBC3H7.13	csc1	SIP/FAR complex FHA domain subunit Csc1	O74388	IDA	PMID:22119525	PomBase
GO:0090575	RNA polymerase II transcription regulator complex	SPAC1783.07c	pap1	DNA-binding transcription factor, oxidative stress-responsive Pap1/Caf3	Q01663	IPI	PMID:22344694	PomBase
GO:0090575	RNA polymerase II transcription regulator complex	SPAC8C9.14	prr1	stress-responsive DNA-binding transcription factor Prr1	O14283	IPI	PMID:22344694	PomBase
GO:0090575	RNA polymerase II transcription regulator complex	SPBC23G7.09	mat1-Mc	M-specific trancription factor Mc	P0CY17	IPI	PMID:9233811	PomBase
GO:0090575	RNA polymerase II transcription regulator complex	SPBC32C12.02	ste11	DNA-binding transcription factor Ste11	P36631	IPI	PMID:9233811	PomBase
GO:0090694	Scc2-Scc4 cohesin loading complex	SPAC1687.18c	ssl3	cohesin loading factor Ssl3	O94459	EXP	PMID:26687354	PomBase
GO:0090694	Scc2-Scc4 cohesin loading complex	SPAC31A2.05c	mis4	cohesin loading factor (adherin) Mis4/Scc2	Q09725	EXP	PMID:26687354	PomBase
GO:0090695	Wpl/Pds5 cohesin loading/unloading complex	SPAC110.02	pds5	mitotic and meiotic cohesin unloading complex subunit Pds5	Q9HFF5	EXP	PMID:26687354	PomBase
GO:0090695	Wpl/Pds5 cohesin loading/unloading complex	SPBC428.17c	wpl1	cohesin unloading factor (WAPL) Wpl1	O94364	EXP	PMID:26687354	PomBase
GO:0090730	Las1 complex	SPAC19D5.06c	din1	RNA NAD-cap (NAD-forming) hydrolase/RNA pyrophosphohydrolase Din1	O13836	ISO	GO_REF:0000024	PomBase
GO:0090730	Las1 complex	SPAC26A3.12c	dhp1	5'-3' exoribonuclease Dhp1	P40848	ISO	GO_REF:0000024	PomBase
GO:0090730	Las1 complex	SPBC16C6.12c	las1	rixosome complex/ Las1 complex endonuclease Las1	O42936	ISO	GO_REF:0000024	PomBase
GO:0090730	Las1 complex	SPCC830.03	grc3	rixosome complex/Las1 complex polynucleotide 5'-hydroxyl-kinase Grc3	Q9UU96	ISO	GO_REF:0000024	PomBase
GO:0097196	Shu complex	SPAC17H9.03c	rdl1	RAD51D-like protein 1	O13800	ISO	GO_REF:0000024	PomBase
GO:0097196	Shu complex	SPBC11B10.06	sws1	Srs2 interacting SWIM domain protein Srs1	O13600	ISO	GO_REF:0000024	PomBase
GO:0097221	M/G1 phase-specific MADS box-forkhead transcription factor complex	SPBC16G5.15c	fkh2	DNA-binding forkhead transcription factor Fkh2	O60129	IDA	PMID:18057023	PomBase
GO:0097221	M/G1 phase-specific MADS box-forkhead transcription factor complex	SPBC19G7.06	mbx1	DNA-binding transcription factor, MADS-box Mbx1	O42954	IDA	PMID:18057023	PomBase
GO:0097221	M/G1 phase-specific MADS box-forkhead transcription factor complex	SPBC19G7.06	mbx1	DNA-binding transcription factor, MADS-box Mbx1	O42954	IMP	PMID:15509866	PomBase
GO:0097221	M/G1 phase-specific MADS box-forkhead transcription factor complex	SPBC4C3.12	sep1	DNA-binding forkhead transcription factor Sep1	O43058	IDA	PMID:18057023	PomBase
GO:0097255	R2TP complex	SPAPB8E5.09	rvb1	chaperone, AAA family ATPase Rvb1	Q9C0X6	IBA	GO_REF:0000033	GO_Central
GO:0097255	R2TP complex	SPBC83.08	rvb2	chaperone, AAA family ATPase Rvb2	O94692	IBA	GO_REF:0000033	GO_Central
GO:0097361	cytosolic [4Fe-4S] assembly targeting complex	SPAC1071.02	mms19	CIA machinery iron sulphur cluster to apoprotein adaptor Mms19	Q9UTR1	IBA	GO_REF:0000033	GO_Central
GO:0097361	cytosolic [4Fe-4S] assembly targeting complex	SPAC144.16	cia2	CIA machinery protein Cia2	Q9UTL0	TAS	PMID:34660592	PomBase
GO:0097361	cytosolic [4Fe-4S] assembly targeting complex	SPAC806.02c	SPAC806.02c	CIA machinery CIA1/CFD1 fusion protein	Q9UT57	IEA	GO_REF:0000002	InterPro
GO:0097361	cytosolic [4Fe-4S] assembly targeting complex	SPCC1450.10c	nar1	CIA machinery iron hydrogenase Nar1	Q9Y7N7	IBA	GO_REF:0000033	GO_Central
GO:0097373	MCM core complex	SPBC211.04c	mcm6	MCM complex subunit Mcm6	P49731	IDA	PMID:10770926,PMID:11136247,PMID:23444842,PMID:9658174	PomBase
GO:0097373	MCM core complex	SPBC25D12.03c	mcm7	MCM complex subunit Mcm7	O75001	IDA	PMID:10770926,PMID:11136247,PMID:23444842	PomBase
GO:0097373	MCM core complex	SPCC16A11.17	mcm4	MCM complex subunit Mcm4/Cdc21	P29458	IDA	PMID:10770926,PMID:11136247,PMID:23444842,PMID:9658174	PomBase
GO:0097505	Rad6-Rad18 complex	SPBC1734.06	rhp18	Rad18 homolog ubiquitin protein ligase E3, Rhp18	O74747	IBA	GO_REF:0000033	GO_Central
GO:0097550	transcription preinitiation complex	SPAC16E8.16	sua7	transcription factor TFIIB	O13749	IBA	GO_REF:0000033	GO_Central
GO:0097550	transcription preinitiation complex	SPAC17A5.06	ptr8	transcription factor TFIIH complex DNA helicase (human ERCC3) subunit Ptr8	O13768	IBA	GO_REF:0000033	GO_Central
GO:0097550	transcription preinitiation complex	SPBC13E7.10c	brf1	transcription factor TFIIIB complex subunit Brf1	Q9P6R0	IBA	GO_REF:0000033	GO_Central
GO:0098654	CENP-A recruiting complex	SPBC27B12.02	mis19	kinetochore protein Mis19/Eic1	O42995	IDA	PMID:24774534,PMID:29804820,PMID:31371524	PomBase
GO:0098654	CENP-A recruiting complex	SPBC776.16	mis20	centromere protein Mis20/Eic2	O94682	IDA	PMID:24774534	PomBase
GO:0098654	CENP-A recruiting complex	SPCC1672.10	mis16	histone H4 chaperone, CENP-A recruiting complex CENP-A chaperone, WD repeat subunit Mis16	O94244	IDA	PMID:24774534,PMID:29804820,PMID:31371524	PomBase
GO:0098654	CENP-A recruiting complex	SPCC970.12	mis18	kinetochore protein Mis18	Q9P802	IDA	PMID:24774534,PMID:29804820,PMID:31371524	PomBase
GO:0098745	RNA decapping complex	SPAC18G6.09c	edc1	Dcp2-Dcp1 mRNA-decapping complex subunit Edc1	Q10108	IDA	PMID:27183195,PMID:28533364	PomBase
GO:0098745	RNA decapping complex	SPAC19A8.12	dcp2	mRNA decapping complex catalytic subunit Dcp2	O13828	IDA	PMID:18280239,PMID:22323607,PMID:27183195,PMID:28533364	PomBase
GO:0098745	RNA decapping complex	SPBC3B9.21	dcp1	mRNA decapping complex regulatory subunit Dcp1	Q9P805	IDA	PMID:18280239,PMID:22323607,PMID:27183195,PMID:28533364	PomBase
GO:0098803	respiratory chain complex	SPAC1565.01	rcf2	cytochrome c oxidase assembly protein Rcf2	Q9P3B2	IBA	GO_REF:0000033	GO_Central
GO:0098803	respiratory chain complex	SPCC191.07	cyc1	cytochrome c	P00046	ISO	GO_REF:0000024	PomBase
GO:0099128	mitochondrial [2Fe-2S] assembly complex	SPAC227.13c	isu1	mitochondrial [2Fe-2S] cluster assembly protein Isu1	Q9UTC6	TAS	PMID:34660592	PomBase
GO:0099128	mitochondrial [2Fe-2S] assembly complex	SPAC22E12.10c	etp1	mitochondrial [2Fe-2S] cluster assembly ferredoxin Etp1/ heme O monooxygenase Cox15, fusion protein	Q10361	TAS	PMID:34660592	PomBase
GO:0099128	mitochondrial [2Fe-2S] assembly complex	SPAC4H3.09	SPAC4H3.09	mitochondrial [2Fe-2S] cluster assembly and type II fatty acid synthase acyl carrier protein	Q10217	TAS	PMID:34660592	PomBase
GO:0099128	mitochondrial [2Fe-2S] assembly complex	SPBC13G1.06c	isd11	mitochondrial [2Fe-2S] cluster assembly protein, LYR family Isd11	O60068	TAS	PMID:34660592	PomBase
GO:0099128	mitochondrial [2Fe-2S] assembly complex	SPBC21D10.11c	nfs1	mitochondrial [2Fe-2S] cluster assembly and tRNA modification cysteine desulfurase Nfs1	O74351	TAS	PMID:34660592	PomBase
GO:0099128	mitochondrial [2Fe-2S] assembly complex	SPBC3B8.01c	arh1	mitochondrial [2Fe-2S] cluster assembly NADPH-ferredoxin reductase Arh1	O59710	TAS	PMID:34660592	PomBase
GO:0099128	mitochondrial [2Fe-2S] assembly complex	SPCC1183.03c	fxn1	mitochondrial [2Fe-2S] cluster assembly frataxin Fxn1	O74831	TAS	PMID:34660592	PomBase
GO:0106068	SUMO ligase complex	SPAC1687.05	pli1	SUMO E3 ligase Pli1	O94451	IDA	PMID:21444718	PomBase
GO:0106068	SUMO ligase complex	SPAC30D11.13	hus5	SUMO conjugating enzyme E2 Hus5/Ubc9	P40984	IDA	PMID:21444718	PomBase
GO:0106143	tRNA (m7G46) methyltransferase complex	SPCC18.13	trm82	tRNA (guanine-N7-)-methyltransferase WD repeat subunit Trm82	O74863	IC	GO_REF:0000111	PomBase
GO:0106143	tRNA (m7G46) methyltransferase complex	SPCPB16A4.04c	trm8	tRNA (guanine-N7-)-methyltransferase catalytic subunit Trm8	Q96WV1	IC	GO_REF:0000111	PomBase
GO:0110078	TTT Hsp90 cochaperone complex	SPAC1006.02	asa1	TTT co-chaperone complex, WD repeat subunit Asa1	Q9UTR9	IDA	PMID:34686329	PomBase
GO:0110078	TTT Hsp90 cochaperone complex	SPAC458.03	tel2	TTT co-chaperone complex LRR repeat subunit Tel2	Q9P3W5	IDA	PMID:27935167,PMID:34686329	PomBase
GO:0110078	TTT Hsp90 cochaperone complex	SPBC1604.17c	tti2	TTT co-chaperone complex subunit Tti2	O94729	IDA	PMID:27935167,PMID:34686329	PomBase
GO:0110078	TTT Hsp90 cochaperone complex	SPCC622.13c	tti1	TTT co-chaperone complex, armadillo-type fold subunit Tti1	O94600	IDA	PMID:27935167,PMID:34686329	PomBase
GO:0110115	Cdr2 medial cortical node complex	SPAC57A10.02	cdr2	serine/threonine protein kinase Cdr2	P87050	EXP	PMID:29514920	PomBase
GO:0110115	Cdr2 medial cortical node complex	SPAC57A10.02	cdr2	serine/threonine protein kinase Cdr2	P87050	IDA	PMID:22918943,PMID:25501814,PMID:28924043	PomBase
GO:0110115	Cdr2 medial cortical node complex	SPAC644.06c	cdr1	serine/threonine protein kinase (NIM1 family) Cdr1/Nim1	P07334	EXP	PMID:29514920	PomBase
GO:0110115	Cdr2 medial cortical node complex	SPBC1539.08	arf6	ADP-ribosylation factor, Arf family Arf6	Q9Y7Z2	IDA	PMID:34958661	PomBase
GO:0110115	Cdr2 medial cortical node complex	SPCC18B5.03	wee1	M phase inhibitor protein kinase Wee1	P07527	EXP	PMID:29514920	PomBase
GO:0120097	glycosylphosphatidylinositol-mannosyltransferase II complex	SPAC167.09	pga1	GPI-mannosyltransferase II complex subunit Pga1	C6Y4B3	ISO	GO_REF:0000024	PomBase
